transaction_id,amount,payment_method,bank_response_code,network_latency_ms,fraud_score,prior_failed_attempts_24h,customer_tenure_days,account_balance_signal,hour_of_day,is_recurring_subscription,true_failure_cause
TXN102728,3365.09,wallet,61,215.8,0.127,0,28,0.297,23,1,insufficient_funds
TXN102729,1471.38,netbanking,21,466.8,0.052,0,1430,0.686,5,1,network_error
TXN102730,1865.2,upi,91,488.4,0.141,0,663,0.561,12,1,bank_timeout
TXN102731,6146.87,debit_card,61,62.2,0.042,4,371,0.208,13,0,insufficient_funds
TXN102732,2724.24,debit_card,21,651.8,0.184,0,440,0.41,7,0,network_error
TXN102733,4253.07,credit_card,51,187.2,0.074,1,397,0.289,12,0,insufficient_funds
TXN102734,616.57,credit_card,68,423.1,0.047,0,384,0.274,13,1,bank_timeout
TXN102735,2845.02,upi,21,487.5,0.386,0,212,0.732,10,0,network_error
TXN102736,1460.09,credit_card,51,205.7,0.067,1,380,0.15,4,0,insufficient_funds
TXN102737,1075.15,debit_card,51,256.3,0.609,0,735,0.133,4,0,insufficient_funds
TXN102738,1931.7,upi,51,266.2,0.241,0,260,0.411,1,0,insufficient_funds
TXN102739,1848.85,debit_card,91,299.8,0.197,0,387,0.572,12,0,bank_timeout
TXN102740,1402.42,debit_card,91,438.6,0.186,1,730,0.414,18,0,bank_timeout
TXN102741,10261.46,wallet,61,230.9,0.084,1,25,0.221,3,0,insufficient_funds
TXN102742,3895.62,debit_card,51,186.1,0.04,2,111,0.546,7,1,insufficient_funds
TXN102743,1184.84,credit_card,51,144.6,0.201,0,282,0.151,2,0,insufficient_funds
TXN102744,307.91,upi,61,111.5,0.555,2,484,0.094,22,1,insufficient_funds
TXN102745,690.09,credit_card,96,501.9,0.009,0,1412,0.829,18,0,network_error
TXN102746,1900.96,debit_card,5,190.0,0.859,0,581,0.712,11,0,fraud_false_positive
TXN102747,4376.95,credit_card,5,132.5,0.694,0,43,0.733,5,0,fraud_false_positive
TXN102748,1626.94,credit_card,68,354.1,0.252,1,737,0.569,21,0,bank_timeout
TXN102749,2445.17,upi,91,378.9,0.451,3,844,0.25,2,0,bank_timeout
TXN102750,3577.59,upi,5,115.6,0.973,0,513,0.872,9,0,fraud_false_positive
TXN102751,3548.0,debit_card,59,173.0,0.831,1,633,0.628,15,0,fraud_false_positive
TXN102752,969.32,credit_card,21,668.0,0.189,1,91,0.593,7,0,network_error
TXN102753,4821.74,netbanking,96,531.3,0.166,1,246,0.186,14,0,network_error
TXN102754,3682.16,credit_card,61,135.8,0.038,0,856,0.031,13,0,insufficient_funds
TXN102755,4245.13,debit_card,59,189.4,0.753,1,472,0.672,3,1,fraud_false_positive
TXN102756,4258.78,credit_card,51,209.6,0.089,0,1224,0.463,11,0,insufficient_funds
TXN102757,4662.62,netbanking,51,194.1,0.305,1,79,0.067,12,0,insufficient_funds
TXN102758,841.12,upi,21,319.6,0.092,1,145,0.424,0,0,network_error
TXN102759,5519.53,credit_card,59,182.4,0.823,0,155,0.847,18,0,fraud_false_positive
TXN102760,5589.97,credit_card,65,208.0,0.32,0,423,0.034,4,1,insufficient_funds
TXN102761,981.17,upi,96,835.6,0.147,0,816,0.632,21,0,network_error
TXN102762,1001.36,upi,68,189.1,0.092,2,808,0.56,4,0,bank_timeout
TXN102763,4294.26,credit_card,96,542.1,0.073,0,211,0.375,21,0,network_error
TXN102764,1537.92,netbanking,96,352.6,0.115,0,66,0.668,11,0,network_error
TXN102765,2818.53,debit_card,51,227.7,0.256,1,258,0.571,9,1,insufficient_funds
TXN102766,3249.08,upi,96,512.0,0.052,0,213,0.585,17,0,network_error
TXN102767,2014.83,credit_card,51,71.5,0.112,0,98,0.12,4,0,insufficient_funds
TXN102768,798.6,credit_card,96,511.1,0.087,0,388,0.808,18,1,network_error
TXN102769,686.88,netbanking,51,177.5,0.079,2,722,0.292,1,0,insufficient_funds
TXN102770,5123.82,debit_card,61,115.9,0.115,0,62,0.189,15,0,insufficient_funds
TXN102771,2827.56,debit_card,51,141.9,0.108,0,688,0.19,14,0,insufficient_funds
TXN102772,609.57,debit_card,96,485.1,0.278,0,250,0.207,17,1,network_error
TXN102773,3514.53,credit_card,96,379.6,0.409,0,100,0.509,10,0,network_error
TXN102774,1476.53,debit_card,96,172.3,0.359,3,303,0.371,7,0,bank_timeout
TXN102775,735.79,credit_card,5,309.1,0.174,0,350,0.471,15,1,network_error
TXN102776,1157.19,credit_card,91,414.8,0.285,1,336,0.546,11,0,bank_timeout
TXN102777,4568.88,debit_card,51,198.4,0.253,1,1187,0.07,22,0,insufficient_funds
TXN102778,2523.98,debit_card,51,198.4,0.086,1,224,0.458,11,0,insufficient_funds
TXN102779,3281.68,debit_card,51,132.4,0.205,1,296,0.256,14,1,insufficient_funds
TXN102780,903.73,debit_card,21,780.4,0.111,1,480,0.785,23,0,network_error
TXN102781,1885.39,debit_card,96,357.1,0.254,2,103,0.397,5,0,bank_timeout
TXN102782,9582.96,upi,63,261.9,0.72,0,1115,0.603,22,0,fraud_false_positive
TXN102783,1139.08,debit_card,96,126.5,0.182,1,39,0.69,21,1,bank_timeout
TXN102784,1131.57,upi,96,316.6,0.357,1,39,0.763,0,1,bank_timeout
TXN102785,1988.21,upi,51,172.2,0.056,1,125,0.404,0,0,insufficient_funds
TXN102786,3071.44,credit_card,61,196.8,0.147,1,81,0.259,16,0,insufficient_funds
TXN102787,3534.22,debit_card,51,209.7,0.19,1,128,0.146,1,1,insufficient_funds
TXN102788,796.5,wallet,96,338.8,0.122,0,248,0.402,20,0,network_error
TXN102789,1805.29,credit_card,96,544.4,0.267,0,444,0.444,1,1,network_error
TXN102790,4778.95,credit_card,65,107.3,0.204,2,167,0.528,3,0,insufficient_funds
TXN102791,4892.98,debit_card,61,147.1,0.106,0,85,0.138,22,1,insufficient_funds
TXN102792,1765.4,netbanking,96,480.6,0.059,0,732,0.356,21,0,network_error
TXN102793,4758.76,debit_card,91,264.9,0.381,0,940,0.534,9,0,bank_timeout
TXN102794,2404.47,upi,91,375.9,0.124,2,800,0.537,23,0,bank_timeout
TXN102795,3219.54,credit_card,91,397.4,0.214,1,46,0.363,22,1,bank_timeout
TXN102796,2509.0,credit_card,68,402.0,0.142,0,326,0.296,11,1,bank_timeout
TXN102797,476.12,upi,51,211.0,0.128,3,128,0.452,16,0,insufficient_funds
TXN102798,2440.84,debit_card,91,463.7,0.078,0,553,0.314,19,0,bank_timeout
TXN102799,3669.08,netbanking,59,188.3,0.928,0,1484,0.484,2,0,fraud_false_positive
TXN102800,1432.41,debit_card,59,228.1,0.419,0,1611,0.516,8,1,fraud_false_positive
TXN102801,1378.23,netbanking,68,395.8,0.178,0,374,0.546,15,0,bank_timeout
TXN102802,3943.03,credit_card,96,794.9,0.236,0,2119,0.512,4,0,network_error
TXN102803,6234.62,upi,5,265.9,0.801,0,44,0.472,21,1,fraud_false_positive
TXN102804,1254.33,netbanking,61,199.7,0.284,1,752,0.444,16,1,insufficient_funds
TXN102805,1046.2,debit_card,61,190.1,0.166,1,111,0.11,4,1,insufficient_funds
TXN102806,8452.44,credit_card,5,486.2,0.075,0,337,0.556,19,0,network_error
TXN102807,3250.49,debit_card,68,273.3,0.035,1,905,0.791,19,0,bank_timeout
TXN102808,3298.33,credit_card,96,433.7,0.442,0,198,0.424,12,0,bank_timeout
TXN102809,10227.19,wallet,63,237.2,0.819,1,636,0.715,10,0,fraud_false_positive
TXN102810,4010.95,upi,51,186.8,0.156,2,604,0.253,2,0,insufficient_funds
TXN102811,592.29,credit_card,65,159.4,0.31,3,88,0.101,22,0,insufficient_funds
TXN102812,1576.14,debit_card,5,209.4,0.195,0,257,0.137,14,0,network_error
TXN102813,2030.73,netbanking,91,388.0,0.204,0,1501,0.6,3,0,bank_timeout
TXN102814,1440.13,debit_card,68,291.0,0.296,0,589,0.524,2,0,bank_timeout
TXN102815,2364.62,debit_card,5,362.2,0.121,0,325,0.43,0,0,network_error
TXN102816,1100.12,upi,68,304.6,0.136,0,533,0.405,1,0,bank_timeout
TXN102817,2323.46,credit_card,65,213.3,0.159,3,426,0.307,22,1,insufficient_funds
TXN102818,793.19,credit_card,96,342.2,0.065,1,77,0.141,15,1,network_error
TXN102819,926.12,wallet,21,557.0,0.312,1,385,0.367,15,0,network_error
TXN102820,2803.17,wallet,51,194.9,0.387,0,194,0.465,16,1,insufficient_funds
TXN102821,2241.89,credit_card,61,98.0,0.279,1,642,0.159,6,0,insufficient_funds
TXN102822,729.03,credit_card,51,144.5,0.067,3,31,0.159,4,1,insufficient_funds
TXN102823,2238.93,upi,21,626.8,0.113,2,6,0.399,20,1,network_error
TXN102824,1154.46,upi,96,431.6,0.138,2,1471,0.567,22,1,network_error
TXN102825,500.26,credit_card,21,382.9,0.024,0,1441,0.862,13,0,network_error
TXN102826,4312.97,upi,65,187.5,0.366,1,199,0.48,21,0,insufficient_funds
TXN102827,880.15,credit_card,51,226.8,0.356,0,200,0.219,22,0,insufficient_funds
TXN102828,3330.17,debit_card,96,410.4,0.274,0,34,0.811,14,0,bank_timeout
TXN102829,3479.12,upi,96,681.9,0.153,1,537,0.433,4,1,network_error
TXN102830,2109.1,netbanking,21,429.0,0.127,1,639,0.479,4,1,network_error
TXN102831,9580.54,debit_card,59,198.7,0.663,0,572,0.877,12,1,fraud_false_positive
TXN102832,2198.23,debit_card,91,418.9,0.151,1,1253,0.442,20,0,bank_timeout
TXN102833,5701.51,credit_card,51,148.7,0.046,1,159,0.111,23,1,insufficient_funds
TXN102834,473.95,netbanking,91,410.9,0.176,0,758,0.478,19,1,bank_timeout
TXN102835,2153.68,upi,61,180.3,0.19,2,176,0.472,4,1,insufficient_funds
TXN102836,1074.56,upi,96,658.1,0.037,0,2939,0.585,19,0,network_error
TXN102837,7844.27,upi,59,159.4,0.633,0,1239,0.926,14,1,fraud_false_positive
TXN102838,2088.51,credit_card,91,372.9,0.326,1,1786,0.36,9,1,bank_timeout
TXN102839,1071.92,debit_card,96,562.1,0.292,0,19,0.514,8,0,network_error
TXN102840,9761.39,debit_card,51,195.1,0.335,1,132,0.149,16,1,insufficient_funds
TXN102841,2724.26,debit_card,21,427.0,0.216,0,960,0.704,14,1,network_error
TXN102842,8403.83,credit_card,63,221.5,0.717,0,594,0.564,12,1,fraud_false_positive
TXN102843,2305.21,debit_card,51,180.6,0.142,0,303,0.309,8,1,insufficient_funds
TXN102844,2411.55,wallet,21,530.2,0.083,1,76,0.809,19,0,network_error
TXN102845,2389.85,wallet,96,358.7,0.143,1,207,0.513,5,1,bank_timeout
TXN102846,2863.65,upi,59,226.1,0.762,0,352,0.666,2,0,fraud_false_positive
TXN102847,2065.6,upi,21,822.5,0.215,1,868,0.694,0,1,network_error
TXN102848,3049.66,upi,5,563.2,0.103,0,594,0.484,23,0,network_error
TXN102849,3377.18,credit_card,51,103.7,0.156,2,187,0.229,12,1,insufficient_funds
TXN102850,3230.97,debit_card,5,560.7,0.128,2,213,0.497,22,0,network_error
TXN102851,1484.46,credit_card,51,224.5,0.133,1,199,0.49,10,1,insufficient_funds
TXN102852,2244.46,wallet,51,190.8,0.19,1,700,0.375,13,1,insufficient_funds
TXN102853,4049.45,wallet,63,84.6,0.565,0,1149,0.767,5,0,fraud_false_positive
TXN102854,1691.55,debit_card,91,240.6,0.084,1,611,0.553,5,0,bank_timeout
TXN102855,1504.3,debit_card,51,149.8,0.116,4,299,0.16,17,0,insufficient_funds
TXN102856,3785.13,debit_card,68,366.8,0.125,2,3,0.321,19,1,bank_timeout
TXN102857,2082.89,netbanking,51,200.7,0.147,2,134,0.253,14,0,insufficient_funds
TXN102858,3885.88,upi,51,254.1,0.159,1,148,0.272,12,0,insufficient_funds
TXN102859,8934.62,debit_card,51,181.2,0.181,0,307,0.032,16,0,insufficient_funds
TXN102860,1346.07,debit_card,51,179.4,0.075,0,284,0.441,15,1,insufficient_funds
TXN102861,4207.16,debit_card,51,111.7,0.331,1,92,0.117,1,0,insufficient_funds
TXN102862,7969.29,debit_card,61,212.5,0.166,1,264,0.331,0,0,insufficient_funds
TXN102863,2299.83,debit_card,21,499.8,0.11,2,739,0.443,21,1,network_error
TXN102864,3301.37,upi,96,530.0,0.502,1,370,0.6,6,0,network_error
TXN102865,2869.07,credit_card,59,122.9,0.655,1,2212,0.333,6,1,fraud_false_positive
TXN102866,4836.83,debit_card,91,291.9,0.168,1,206,0.487,11,1,bank_timeout
TXN102867,3707.97,debit_card,59,224.9,0.5,0,461,0.869,8,1,fraud_false_positive
TXN102868,748.02,debit_card,51,168.5,0.022,1,411,0.349,3,1,insufficient_funds
TXN102869,4903.97,debit_card,63,245.3,0.829,0,878,0.574,14,1,fraud_false_positive
TXN102870,2852.71,debit_card,96,519.9,0.103,3,9,0.088,3,0,network_error
TXN102871,1546.86,credit_card,96,713.8,0.235,0,132,0.425,0,0,network_error
TXN102872,1724.38,debit_card,96,290.5,0.022,1,497,0.324,1,1,bank_timeout
TXN102873,3435.88,netbanking,91,316.5,0.076,0,29,0.088,23,0,bank_timeout
TXN102874,1560.69,netbanking,51,187.1,0.158,0,110,0.211,9,1,insufficient_funds
TXN102875,166.94,wallet,21,544.9,0.032,2,2591,0.915,9,0,network_error
TXN102876,10693.2,credit_card,59,177.6,0.86,0,2954,0.915,14,0,fraud_false_positive
TXN102877,2168.71,upi,51,140.4,0.229,0,335,0.281,7,1,insufficient_funds
TXN102878,5956.38,netbanking,61,197.3,0.164,0,783,0.128,2,0,insufficient_funds
TXN102879,1357.68,debit_card,61,131.9,0.117,1,181,0.21,12,0,insufficient_funds
TXN102880,1050.77,debit_card,5,565.9,0.324,1,1377,0.715,9,1,network_error
TXN102881,883.42,debit_card,51,197.3,0.062,1,1085,0.209,3,1,insufficient_funds
TXN102882,2879.84,debit_card,59,230.7,0.433,1,1076,0.581,2,1,fraud_false_positive
TXN102883,762.46,credit_card,96,520.1,0.085,0,196,0.654,2,1,network_error
TXN102884,2360.15,upi,91,336.5,0.567,0,818,0.403,14,0,bank_timeout
TXN102885,1715.7,credit_card,91,476.8,0.126,0,204,0.187,16,1,bank_timeout
TXN102886,10778.81,netbanking,51,150.1,0.302,0,80,0.264,8,0,insufficient_funds
TXN102887,3987.77,debit_card,59,149.7,0.669,0,1406,0.892,7,0,fraud_false_positive
TXN102888,6017.64,upi,51,197.7,0.24,0,525,0.445,22,0,insufficient_funds
TXN102889,1214.18,upi,51,150.5,0.189,1,1148,0.099,21,0,insufficient_funds
TXN102890,3223.43,debit_card,59,196.5,0.696,0,298,0.566,5,0,fraud_false_positive
TXN102891,4646.0,netbanking,61,162.6,0.048,2,745,0.273,4,0,insufficient_funds
TXN102892,2773.47,debit_card,61,218.4,0.191,0,306,0.453,23,0,insufficient_funds
TXN102893,4402.48,debit_card,5,179.6,0.469,1,285,0.593,1,0,fraud_false_positive
TXN102894,1187.97,upi,65,158.0,0.242,4,497,0.084,16,1,insufficient_funds
TXN102895,2920.55,credit_card,5,219.4,0.386,0,688,0.617,8,1,fraud_false_positive
TXN102896,5439.69,credit_card,96,409.8,0.271,1,94,0.551,8,1,network_error
TXN102897,1670.1,netbanking,91,331.3,0.315,2,217,0.337,16,0,bank_timeout
TXN102898,1688.58,debit_card,91,405.5,0.111,0,419,0.52,21,0,bank_timeout
TXN102899,4664.1,credit_card,65,226.7,0.262,2,681,0.279,16,0,insufficient_funds
TXN102900,1321.73,credit_card,61,230.7,0.351,2,1079,0.379,3,0,insufficient_funds
TXN102901,827.94,wallet,96,535.1,0.532,1,14,0.668,18,0,network_error
TXN102902,4065.42,debit_card,51,161.9,0.126,0,163,0.073,19,0,insufficient_funds
TXN102903,7386.5,netbanking,51,167.5,0.119,1,20,0.324,21,0,insufficient_funds
TXN102904,5164.68,credit_card,51,148.3,0.098,0,165,0.541,7,1,insufficient_funds
TXN102905,964.76,debit_card,51,173.5,0.184,1,122,0.098,9,0,insufficient_funds
TXN102906,1628.82,upi,21,600.4,0.129,0,23,0.301,1,0,network_error
TXN102907,879.43,debit_card,96,404.1,0.413,1,97,0.281,16,0,bank_timeout
TXN102908,2811.21,debit_card,96,251.8,0.155,2,64,0.203,4,0,bank_timeout
TXN102909,1608.43,debit_card,59,207.4,0.747,0,59,0.686,2,1,fraud_false_positive
TXN102910,3626.21,credit_card,51,157.1,0.154,1,254,0.488,22,0,insufficient_funds
TXN102911,1243.42,netbanking,96,311.3,0.051,1,19,0.547,9,0,network_error
TXN102912,8148.27,upi,51,194.2,0.18,1,526,0.245,2,0,insufficient_funds
TXN102913,9697.99,credit_card,59,219.4,0.779,0,424,0.801,11,1,fraud_false_positive
TXN102914,11786.62,netbanking,63,260.3,0.899,0,1045,0.693,7,0,fraud_false_positive
TXN102915,7431.65,debit_card,61,126.2,0.134,1,205,0.072,14,0,insufficient_funds
TXN102916,4582.13,debit_card,5,350.0,0.353,0,29,0.499,0,1,network_error
TXN102917,5736.55,debit_card,59,212.0,0.903,0,845,0.666,18,1,fraud_false_positive
TXN102918,1131.34,credit_card,65,133.1,0.206,0,85,0.311,7,1,insufficient_funds
TXN102919,2889.53,upi,96,303.4,0.043,0,105,0.324,10,1,bank_timeout
TXN102920,6647.0,credit_card,51,145.4,0.496,1,596,0.254,18,0,insufficient_funds
TXN102921,147.24,netbanking,96,527.2,0.276,0,860,0.481,19,1,bank_timeout
TXN102922,3441.3,wallet,68,375.7,0.474,0,1554,0.368,14,0,bank_timeout
TXN102923,3043.9,debit_card,91,284.7,0.033,0,603,0.613,7,0,bank_timeout
TXN102924,1687.59,credit_card,51,193.8,0.246,1,340,0.198,7,1,insufficient_funds
TXN102925,1486.55,upi,5,486.5,0.104,1,440,0.521,2,0,network_error
TXN102926,5087.14,credit_card,96,460.9,0.061,0,1024,0.732,6,1,bank_timeout
TXN102927,1574.79,debit_card,5,363.7,0.05,1,186,0.677,7,0,network_error
TXN102928,3704.94,debit_card,96,481.9,0.132,0,273,0.689,1,1,network_error
TXN102929,1121.1,credit_card,5,522.6,0.238,0,370,0.614,10,0,network_error
TXN102930,1818.16,netbanking,51,210.8,0.127,0,1070,0.192,23,1,insufficient_funds
TXN102931,4361.59,credit_card,51,236.9,0.142,1,776,0.084,1,1,insufficient_funds
TXN102932,2204.64,debit_card,65,156.6,0.104,0,148,0.091,17,0,insufficient_funds
TXN102933,4898.6,debit_card,59,220.4,0.661,0,258,0.509,23,1,fraud_false_positive
TXN102934,448.13,credit_card,5,546.7,0.088,0,686,0.858,18,1,network_error
TXN102935,1541.63,credit_card,91,160.8,0.283,0,554,0.623,4,0,bank_timeout
TXN102936,2954.08,wallet,61,123.8,0.335,3,697,0.201,10,1,insufficient_funds
TXN102937,6193.93,debit_card,59,212.5,0.627,0,702,0.472,1,0,fraud_false_positive
TXN102938,368.48,wallet,96,530.6,0.135,1,319,0.597,19,1,network_error
TXN102939,4819.25,debit_card,51,176.1,0.087,2,145,0.19,19,1,insufficient_funds
TXN102940,434.75,credit_card,91,454.7,0.248,0,30,0.454,15,0,bank_timeout
TXN102941,3771.69,debit_card,96,389.6,0.145,2,388,0.231,4,0,network_error
TXN102942,1992.83,debit_card,61,216.1,0.084,3,102,0.095,18,0,insufficient_funds
TXN102943,3140.88,credit_card,96,373.1,0.309,0,632,0.379,20,0,network_error
TXN102944,2033.89,credit_card,96,501.0,0.055,0,691,0.724,11,1,network_error
TXN102945,1902.61,upi,51,224.7,0.158,1,226,0.185,2,0,insufficient_funds
TXN102946,3218.54,netbanking,51,137.5,0.03,1,776,0.374,15,0,insufficient_funds
TXN102947,2237.18,debit_card,61,161.3,0.35,1,305,0.173,9,1,insufficient_funds
TXN102948,4666.97,upi,51,204.5,0.039,0,634,0.419,3,0,insufficient_funds
TXN102949,1942.92,credit_card,91,342.6,0.205,0,248,0.28,17,0,bank_timeout
TXN102950,9457.79,debit_card,5,138.3,0.75,0,685,0.738,9,0,fraud_false_positive
TXN102951,1849.55,upi,61,185.8,0.157,3,200,0.023,13,0,insufficient_funds
TXN102952,4798.42,debit_card,61,233.7,0.113,2,1079,0.115,19,0,insufficient_funds
TXN102953,1111.69,debit_card,91,331.9,0.269,0,152,0.437,1,0,bank_timeout
TXN102954,1102.37,credit_card,59,187.1,0.838,0,1528,0.676,21,0,fraud_false_positive
TXN102955,1137.55,netbanking,51,192.0,0.132,0,85,0.18,7,0,insufficient_funds
TXN102956,1494.17,credit_card,65,195.3,0.304,1,43,0.415,21,1,insufficient_funds
TXN102957,2963.03,netbanking,96,343.1,0.176,0,506,0.654,17,1,bank_timeout
TXN102958,1016.37,debit_card,5,518.2,0.36,0,46,0.694,14,0,network_error
TXN102959,2397.94,debit_card,61,187.0,0.188,3,10,0.266,11,0,insufficient_funds
TXN102960,6582.87,upi,59,195.5,0.677,1,1521,0.932,7,0,fraud_false_positive
TXN102961,1233.95,credit_card,61,170.6,0.588,2,211,0.303,3,1,insufficient_funds
TXN102962,1348.76,debit_card,51,131.8,0.122,1,96,0.385,21,0,insufficient_funds
TXN102963,3134.96,upi,51,261.2,0.267,1,268,0.381,14,0,insufficient_funds
TXN102964,2267.17,upi,5,585.6,0.435,0,65,0.655,19,1,network_error
TXN102965,4917.49,debit_card,51,139.7,0.449,0,75,0.084,20,1,insufficient_funds
TXN102966,4302.72,credit_card,91,334.6,0.121,0,394,0.372,14,0,bank_timeout
TXN102967,6552.04,credit_card,59,144.2,0.861,0,60,0.506,23,0,fraud_false_positive
TXN102968,1671.64,debit_card,91,326.4,0.192,2,910,0.79,17,0,bank_timeout
TXN102969,4241.05,debit_card,61,208.8,0.18,1,225,0.326,9,0,insufficient_funds
TXN102970,1236.87,upi,51,202.3,0.264,2,157,0.113,16,0,insufficient_funds
TXN102971,1933.22,debit_card,96,391.6,0.1,1,774,0.334,4,1,network_error
TXN102972,5101.44,credit_card,51,132.7,0.208,2,41,0.415,4,0,insufficient_funds
TXN102973,2931.27,wallet,91,313.0,0.08,1,338,0.531,17,0,bank_timeout
TXN102974,1408.73,debit_card,61,180.1,0.133,0,530,0.391,20,0,insufficient_funds
TXN102975,497.25,debit_card,51,180.9,0.086,2,16,0.152,6,1,insufficient_funds
TXN102976,3541.27,debit_card,51,147.8,0.171,2,34,0.124,12,1,insufficient_funds
TXN102977,2126.76,upi,63,209.9,0.929,0,878,0.484,4,0,fraud_false_positive
TXN102978,2616.35,upi,96,453.8,0.166,0,677,0.645,15,0,network_error
TXN102979,2322.06,credit_card,61,165.7,0.19,0,255,0.11,19,1,insufficient_funds
TXN102980,1426.78,debit_card,51,198.9,0.155,1,62,0.127,12,0,insufficient_funds
TXN102981,3293.08,debit_card,65,134.5,0.173,0,722,0.118,0,1,insufficient_funds
TXN102982,2028.35,credit_card,63,124.8,0.809,0,64,0.702,12,0,fraud_false_positive
TXN102983,818.53,credit_card,96,437.5,0.115,0,19,0.513,13,1,network_error
TXN102984,1585.66,credit_card,21,555.3,0.029,0,432,0.44,17,1,network_error
TXN102985,339.99,wallet,51,194.9,0.17,1,714,0.378,15,0,insufficient_funds
TXN102986,2791.16,upi,96,542.2,0.102,1,609,0.678,13,1,bank_timeout
TXN102987,1286.04,netbanking,96,482.6,0.019,2,716,0.447,23,1,bank_timeout
TXN102988,1039.71,debit_card,5,398.5,0.181,1,1385,0.324,8,0,network_error
TXN102989,3419.85,upi,59,141.1,0.712,0,471,0.646,4,0,fraud_false_positive
TXN102990,3115.11,wallet,61,253.3,0.039,2,355,0.295,16,0,insufficient_funds
TXN102991,5509.86,credit_card,65,250.5,0.123,0,201,0.414,9,0,insufficient_funds
TXN102992,1500.17,debit_card,68,182.4,0.076,0,223,0.543,12,0,bank_timeout
TXN102993,2471.51,credit_card,51,174.2,0.312,2,786,0.185,1,0,insufficient_funds
TXN102994,4554.1,credit_card,51,158.7,0.363,3,121,0.322,18,0,insufficient_funds
TXN102995,6881.19,credit_card,96,546.6,0.124,1,1245,0.435,21,0,network_error
TXN102996,1998.91,debit_card,5,266.4,0.093,1,1215,0.326,12,1,network_error
TXN102997,1322.6,netbanking,91,255.4,0.053,0,573,0.291,2,1,bank_timeout
TXN102998,5868.47,debit_card,51,201.8,0.101,1,247,0.262,15,0,insufficient_funds
TXN102999,2330.95,credit_card,61,137.4,0.305,0,97,0.354,6,0,insufficient_funds
TXN103000,3584.32,debit_card,51,225.6,0.048,0,318,0.312,0,0,insufficient_funds
TXN103001,1316.84,credit_card,96,395.9,0.143,1,191,0.698,22,0,bank_timeout
TXN103002,2407.22,debit_card,5,376.9,0.362,0,634,0.696,15,0,network_error
TXN103003,8110.87,upi,63,81.3,0.583,0,187,0.71,3,0,fraud_false_positive
TXN103004,2087.54,netbanking,5,547.6,0.263,0,761,0.547,1,0,network_error
TXN103005,1025.1,upi,21,665.1,0.145,0,1798,0.601,22,0,network_error
TXN103006,9586.75,upi,59,188.9,0.599,0,1037,0.497,16,0,fraud_false_positive
TXN103007,20321.91,upi,59,217.5,0.713,0,366,0.722,1,1,fraud_false_positive
TXN103008,9021.13,netbanking,51,210.8,0.217,2,88,0.197,17,0,insufficient_funds
TXN103009,777.69,upi,91,525.0,0.201,1,176,0.79,16,0,bank_timeout
TXN103010,1011.99,debit_card,5,293.3,0.179,0,919,0.296,0,0,network_error
TXN103011,2970.87,netbanking,51,213.9,0.266,2,430,0.238,14,1,insufficient_funds
TXN103012,2241.25,debit_card,51,167.2,0.314,2,216,0.415,4,1,insufficient_funds
